address,creation_timestamp,creation_block_id,creation_lt
EQC2roLXRC8dQQmL0mSJt3FKMavT6otteNJqPNUGFfFk918_,1719848020,"(0,c000000000000000,44326892)",47462351000003
EQBE5bltRb_jlHk-sDP6L1bA4lgNEku6wRSQCzqc-exQkuO1,1718406512,"(0,4000000000000000,44031157)",47095019000003
EQB9W_DsFYCUrV1fJvfOt4klTMR789ivZDN-uyAAOVXPQ0TC,1734162660,"(0,6000000000000000,47996727)",51847432000001
EQAGWYxdp8N5-c4JvqK7Ft9mUBcjVoSTsRi1ggiBHW-s4ylS,1712173259,"(0,8000000000000000,42800917)",45654247000003
EQBnv3Tf5KprcqWPtEKNULsKhXdezVPJ6hgOxuQu9lGPRk8F,1706105652,"(0,8000000000000000,41487821)",44157759000003
EQBHAH2JBMKbGz6FXalZkqkoZo7u7F3_kbm_iqx9r_fdRWiS,1729003125,"(0,6000000000000000,46354205)",49975127000001
EQDkmOmLml1gymZdb-FsRml2myXZRmVZFaBqE1tuxKQMRuag,1711254222,"(0,8000000000000000,42633270)",45454331000003
EQBIdCqsgo8Uk1z_z62pGpLKLclLDsqivBFOUSvLmRR4v2T6,1713578308,"(0,8000000000000000,43073040)",45982062000003
EQCLkBLDX_gLvIfgE-DAVyGH_9OAy2wEEegeJaCitJRk5siz,1714673235,"(0,c000000000000000,43308522)",46252699000003
EQBy0WoaEmV58FMqeQe1h5rlBBRrwhBjnwtVbVbQ9cviRH37,1717072276,"(0,6000000000000000,43784984)",46805492000001
EQBhEt_Ecrm-vFatJzZPqGnbk0In9tk9fnQAbiT6ShHsa1pV,1721853264,"(0,4000000000000000,44740714)",47985799000003
EQAj1_6Nq_EOwzQGgdODT52AnDDledN8A55mt-iZH9t9AYPl,1723839849,"(0,4000000000000000,45142980)",48489921000003
EQAwDg_pHCYaKBaUP78r3ZfKznnMIdB-xXpKqz0fdZG4B_Wv,1734286389,"(0,2000000000000000,48021942)",51894410000001
EQCs8BjnWzRpNOMV_zqfY5TQQD73Tu7oEbfu42A4q1rV58Ko,1714826662,"(0,c000000000000000,43341830)",46291613000003
EQB-TVlb_TM0cMmXTmM99jrezAR_wQt8DIW3H54Q3oStRuet,1710415219,"(0,8000000000000000,42475697)",45254588000003
EQBM_rbCF_K6i_PbKaPF6dkrr8IRy1QaGh5n0WfUaNlT-vWV,1733830374,"(0,6000000000000000,47897829)",51725440000001
EQC9GUgY7c7U2y48ZYKqRC9iGuXYZPu9wUuiiD42k1W_Jftx,1712311765,"(0,8000000000000000,42825812)",45685725000003
EQDPtqURMUaLJ5Cn8vWXm-o2h7thafhkUzcZ4VyTaIQViyzu,1715634466,"(0,c000000000000000,43508741)",46486789000003
EQBF5fV8kxID4F_cpgqRey7oGVg8d-5pvfHw1r5r77FCLT4T,1713289314,"(0,4000000000000000,43015556)",45911381000001
EQDIRdfleilbIClRfPAdy72CdngBV1e7_ZDb8jMo2ARgGzZq,1718031989,"(0,c000000000000000,43957352)",47006008000001
EQDApitypnxS4BBtE9cafwybCGyl27OkNfudDa699v--O1vi,1706299865,"(0,8000000000000000,41541440)",44212856000003
EQCyOxY8mwQW5hMFWERlZdA5-OKxVUbJmutAUwRm01nSX-Lu,1720469027,"(0,c000000000000000,44449698)",47623571000001
EQAXp3oErhsE9Uiu2QmLVXQWJzHt1-LFlxkazdlUS-mVLG-z,1715541774,"(0,4000000000000000,43490433)",46464661000001
EQCQoiC8ss0QIjpTz-RI89OzmyXxxt0CTOsGueRd9Vp-0Dy8,1733486204,"(0,a000000000000000,47493439)",51594881000005
EQDrcBuALYCKO6GAIxJkv3JBvsIupNiJhWXA109MtO0IYeCd,1731603994,"(0,e000000000000000,47107249)",50892195000001
EQDAPCN3iCQ4F3r2cyDItcIxOqJgZmTRgEZAkDq-negd3pdf,1714839012,"(0,c000000000000000,43344419)",46294591000001
EQAfixUrfUpvFD08PhMz8VtSBDbHr34SJ6CGZ0b99nx4M7Pp,1712071666,"(0,4000000000000000,42782043)",45631728000001
EQDKUT0yY8WlX8sg7iN5F9-zfj3D24LoTQXnO9Cr-TQqxuTV,1705149369,"(0,8000000000000000,41229976)",43890857000003
EQCtkRRveGW6izNjYAw36Imb1fMJOoznQ3MePb5FOuRQ0f1d,1707318468,"(0,c000000000000000,41764270)",44465044000001
EQCDrBv7E1iAHEXGhsZ7SkK9X7b7p3lRuXSJ0y_yFMpw1kEx,1719069100,"(0,c000000000000000,44168277)",47264707000001
EQA2zdHiezN6dzwsAg6ryOZ0ViCyDGEiqBJusRF1cY_51wC7,1717029122,"(0,4000000000000000,43778081)",46796254000001
EQACa2WONq23E589YhBuIhwtyoMZOeBOrEcGG1CxjjlKngaV,1717014410,"(0,2000000000000000,43770222)",46792947000003
EQBwTGh2E23RCN19e5S_CwIGEtAtAFwGowEko6AQxpo21pgi,1713308214,"(0,8000000000000000,43019807)",45915977000003
EQB0Qf6CqJKXDLknk6LQJnB8mp1dM-DePCJ2zXVoxH4E-gWX,1717003543,"(0,6000000000000000,43773275)",46790506000001
EQBkVMaKoVgO--X-Rreh3sD2NeSbKZ1QgzkUUvUJlB9IRRoR,1704807086,"(0,8000000000000000,41148349)",43802206000003
EQDH9nxJLuWCy4Ba2sElQ2BGp7aim1WqiZ3VtXdVeG0RHJnV,1714678490,"(0,c000000000000000,43309716)",46254035000003
EQC1fsKhrXYgeUDV8p9rzCirASnidnZMvDJk7T9H0XetCzke,1711793773,"(0,c000000000000000,42732239)",45572732000003
EQA2c1MuqRl__s98M4F7M-bmAvd6Yw6J62KgpQU1gKRHZ-P0,1715275340,"(0,4000000000000000,43436267)",46400798000003
EQCgnvi2j76kuitRW-wLp2FCRyGql73ViE2FBwcl49lay0oP,1714576820,"(0,c000000000000000,43288075)",46228088000001
EQA_qi4u9Dc3zKV_E8_38fqGFEzOvrA8dg899n2h7KvUkUnz,1724141118,"(0,4000000000000000,45210175)",48575563000001
EQDZiVNeWHfi0rlSRgFi70FrBIb2tc9DujNWkGh5EzUpVvn2,1710955763,"(0,c000000000000000,42578050)",45387047000001
EQAmPoa42vaUp49ps81cvwIyQ1bA5Jt0Um3jOfRoTzNOmIHZ,1714940207,"(0,4000000000000000,43366567)",46319851000003
EQBe-z-BnEW_PSB_fkRFqcRBsLlYnKccuLauV7y4-lbTAaQO,1716071280,"(0,6000000000000000,43601878)",46592098000001
EQDjZxk5fAVpJi04d0fLOw2lQK7H89FXcFoz0YIQnUWMOylO,1714953671,"(0,8000000000000000,43369555)",46323212000003
EQB02aPez7r7HtGB7oynKIDHNlRb7t9v0GCTY1yLwlK3UNW9,1714818539,"(0,4000000000000000,43339938)",46289520000003
EQAditqtuglg1yfiEaAigOHm5Q8o46KO_0uO6Fu-irxIhd4a,1710180987,"(0,8000000000000000,42422778)",45193338000003
EQB963oTSOyIT4naYN4RM_lUm5RdtT-F_qcMG_YdtrytZnki,1725613858,"(0,7000000000000000,45517443)",48973869000001
EQAuskiLvPUSrmn2Uv_MirOhBUv3MGBdVurhND0fSKeudM04,1711331930,"(0,8000000000000000,42648088)",45472029000003
EQBGfJbWeiLh34LVlAbXkqLlI2ZyRIJjHCDOKF3wCAPTECKO,1723760179,"(0,4000000000000000,45128441)",48471726000005
EQCT8-9DNzfJJCICxi-zsd7Z8uLlJDlzOaee6310pcGGlO_p,1714496574,"(0,c000000000000000,43271281)",46207843000001
EQC_GY01LKM8-1ODvaN0rAf41vdrRU0dNtcjf6wD6AntmKzo,1721067411,"(0,a000000000000000,44573689)",47776004000001
EQB5Ujgl14052J9gtZRbzJbse9T7PELmT7c_5IXe2HHkX0pw,1709547053,"(0,8000000000000000,42265352)",45024806000003
EQDLwKDxa6YvaP4sGk2ZKkGYdkpAXupqPbC2oF3tXaps9plv,1704804383,"(0,8000000000000000,41147688)",43801496000003
EQCZMT7sifi4nQ-uQBhJunZktajuzZj8QliRoEH34BstCpdt,1711210454,"(0,c000000000000000,42624231)",45444303000003
EQAdQMpL8OeRWzQVqnw6qZRHUA1475fugzrZGohMTQgduWq4,1713793175,"(0,4000000000000000,43119660)",46035934000001
EQA4m9ywsmMQfpNwYzp4mAu48NTUa4P72jImDBLEpziim-fx,1703947275,"(0,8000000000000000,40934465)",43574495000003
EQDnbxhzlYD-FwX7DKBC9uZrZYqwYLUiTb1ECYTZF1_2dcIA,1731725393,"(0,e000000000000000,47144304)",50937244000001
EQBXnHx8YIwl93I5a3DH2Owk8FJ2L6sb7RURe6ndXjLX4ffD,1662846510,"(0,8000000000000000,28845060)",31103715000003
EQBceDgI7GbUhkDRwOVEp3jztybJa8GDiOpRPurF0Co0bPpc,1706039103,"(0,8000000000000000,41468950)",44138481000003
EQBtOP09Cz66oXUHWqv2WkjhhLBdRiS2DmbyY-KWYGZ1-uIG,1720694040,"(0,4000000000000000,44497085)",47682222000001
EQDimrKEr8uV2Bi5tFpE_PTC3AXa9AujanHqzP47_EbyDSVr,1734266884,"(0,e000000000000000,47870590)",51887103000003
EQBcPS_nsj7wq6Z0n7GBp9Cqx0VFgrpS4Jp6PQ2DSDX4iuyh,1715691290,"(0,4000000000000000,43520476)",46500683000003
EQCx-8ucfGRHtgdtaSzuHcPwIJWp0odF5NsJoYATrF896WeT,1719335616,"(0,a000000000000000,44221384)",47331405000001
EQCFTBtpj8IHKULb-vIsSwHIxh9sIczJI9CXDBeWpMZqLhRF,1723929343,"(0,8000000000000000,45162355)",48514334000003
EQAwr0HX-WWuyt8Owvbyk3rT66aT8XKUxz6mMAsjcxN5p2j1,1717864449,"(0,2000000000000000,43929578)",46969607000001
EQAbPxQhPKcUdIlgPSlAquVLfFCTxgi9l5x_Ahn3XsmJMRHk,1719486611,"(0,2000000000000000,44253077)",47368286000001
EQAvuzLmftKG1NK8lLhRMeiB4N2YXQKgwD7s7KNGv5Vk5U6w,1718888883,"(0,4000000000000000,44131726)",47219059000005
EQCw-21PzWaYvRHQcfvzTRFFjUvZ23a4mIyrT34HzexkAfzn,1715811570,"(0,c000000000000000,43545486)",46530051000001
EQDVnMJDCjltxdQmwpbP604BD7yJdKjccETDOk0wjdW_C0IL,1715710702,"(0,c000000000000000,43524088)",46505132000003
EQCX3iSMFsPOjj5g7qG12AQ0Btoy87hd9I0oToiQqNYGcknG,1714658766,"(0,8000000000000000,43305625)",46249085000003
EQCOt1Ue0vfCBotc5yqNEkoKmcidUWF18hQBMi2nfJ0xqL5z,1733285972,"(0,a000000000000000,47430609)",51520014000001
EQB1A9l-G99oGNHlmTN57gjLK_Sj9MUEguYRbYnWjteLFJfY,1716059759,"(0,6000000000000000,43599442)",46589412000001
EQCjjy5kqnnIa29fPlDJ5q8MhKVRnORMiU5PBcqU-apIiXXu,1724697942,"(0,a000000000000000,45328849)",48746271000001
EQAaV7Q9M0vrO5HfKrPNnQneXB-S9RyBneMNeX4KzECIYrdk,1707841857,"(0,8000000000000000,41863627)",44578765000003
EQBeEBD9EgR9AdZky2aBYvlb-Et9xpVzfBQUnec408rz9Iwp,1734271034,"(0,6000000000000000,48033917)",51888651000001
EQAEbe4kcZyZGP_3vgPL1SqG2JwgaQ7PDCy32ncrKPT1A0g6,1723854992,"(0,8000000000000000,45146245)",48494283000003
EQCeo2ddOcnTlpRdmaz76P3M5QjloB8Vz1AnK1aFzKwFzuhU,1706017054,"(0,8000000000000000,41462939)",44132334000003
EQDAI9u9Br9pitUzvIEkH7IfLc21J4zZw7o3oUi2IMx6wUvS,1710810331,"(0,8000000000000000,42550674)",45352374000003
EQAw1CFZb4_OcdgTi-tVq_i5N5jT772IGV2xr5ykZldNvQhw,1719045014,"(0,2000000000000000,44163383)",47258843000003
EQARWEbNuZQdGcdFiOhf7odbiEbSJzkaZTH4S_drsIper6yy,1705511447,"(0,8000000000000000,41322230)",43987911000003
EQDYNDNuB6DdQ5eaI2HgPHmWU109DT1qITmTPaJz3AmY_1LZ,1718312906,"(0,e000000000000000,44012376)",47071890000003
EQAzqmgnk2B1WERAsmRs5z3h39d5Rp9ptz-6_N_tFDus--kY,1725812239,"(0,3000000000000000,45559501)",49023836000001
EQAzUJK2KQh68pjWX5MRDdtIOr5UKuyK7lTEk9Nd87Bx_FT3,1713204866,"(0,4000000000000000,42999149)",45891428000001
EQBOq1WRI2jOfUBj5-KnnmkUjk7FENhuRWJQcGhGTSUddTaM,1711121238,"(0,4000000000000000,42608939)",45424591000001
EQCi5Q2VXnGaW_y9DCdt_HVZvCc-BbhfSd5s2x9znPsyTW-p,1725389760,"(0,b000000000000000,45457604)",48913589000001
EQCktakqBpINofmoNHzST7PL_vKTY-g6hhJ-MbFCbSoTvhFR,1733410821,"(0,a000000000000000,47469800)",51566590000001
EQAD1AOIphvZoIvppKptD67d0Dl0j_UDasUrX2A9IS10GUvH,1719649798,"(0,4000000000000000,44286154)",47410095000001
EQBa-m5ypSVP5aHDcVQVzjl82h0P_17hKPmkP0osaVjQ0wCK,1704721797,"(0,8000000000000000,41126798)",43779312000003
EQBI9Ae1SoZIfHagVgrk-XyKNjTT-y4hg5S4abkohG5Bduuh,1715081787,"(0,6000000000000000,43395620)",46355159000003
EQBvNB9KOcTT_syZXnAoywaDC8UVSe7pnmy6tonASYKdzoEs,1712043140,"(0,8000000000000000,42776713)",45625547000003
EQDyavQVUq4B16n9W5KtzC-IYhyeOX2OqLXthcwz7dpDMiI6,1713023586,"(0,c000000000000000,42962205)",45847932000001
EQAWUJ27nNL-RJkgjGGdUrLiHQsdaMDsjIomayu6F5-9N4OO,1724712958,"(0,2000000000000000,45335972)",48750343000003
EQDaN5n9ZsZs1Z5Ur-c3nLwUJGjb_7WOBva6dOadf4JIhFWg,1731702816,"(0,e000000000000000,47136812)",50928645000003
EQBRpHD0cO8jzSezONmboUGaE8hJdSKj_w2H0dwPaPeixfde,1715264074,"(0,4000000000000000,43434053)",46398337000001
EQCCrz2qJa9FHnLVwpoVLJqADP9W2O6dcjtS4wYmiKZ8vYGy,1711249260,"(0,8000000000000000,42632338)",45453144000003
EQDSZWc4mnI3AnKZTmz0INM7tOcy2zDE2ywB6TJAO39z7X31,1721910844,"(0,c000000000000000,44752683)",48001611000003
EQDrMKGUV5yMzH3LiWswOKqeuZTXBamLLmYBNKHaUncVeGso,1706414010,"(0,8000000000000000,41574252)",44246339000003
EQDB689F1wdCEkKg-w_CLU_1c6NQxA1hmdN03_XwHNR7JqGJ,1714927959,"(0,c000000000000000,43364072)",46316892000003
EQADNiYfTT6KNSG1_DjuMNID3l7GDYIxpLPy5C1RK-3XzHkn,1718833037,"(0,4000000000000000,44120308)",47204361000005
EQDs5hZOEcZSc36WmkWpLCY_4Gp_H5WliNs9B8CtweZXUFHk,1720315060,"(0,8000000000000000,44419548)",47583483000003
EQBBNI9GTMCY3ejUvZUhfoHa_OXsp2T4G7RKsIYFNgg-0cTx,1724610040,"(0,6000000000000000,45315195)",48724233000003
EQAkk6Zy2BXq23gtZp3mpAOqVw_bwAj4XWwG_nxXsSkxW62H,1720180296,"(0,4000000000000000,44392796)",47548054000005
EQDn56dBpOOra6jxZ59ztWGS0_ivReP-VMgMk81Qarl3s7dN,1715546235,"(0,c000000000000000,43491596)",46465675000001
EQAlZEZP6tzy5wvaHyxSfoq6sbY35g--poQ0LdPgw7-SqeCe,1722738931,"(0,8000000000000000,44920324)",48212527000003
EQBPHpefoJUDVHqB-vPC8V8g7sX9DlC_knW9fcTdgN9hrb5K,1723975537,"(0,4000000000000000,45172607)",48527646000001
EQDatr4_hGeiw3WToAJt1waRbSIV8si4y-3RRpTfQyDwqKcY,1719847225,"(0,c000000000000000,44326736)",47462147000003
EQDAVAF1V68UPKx11x2vtEYpe7vn48RA_TmNnoc8MbOZO8Ag,1709663883,"(0,8000000000000000,42294480)",45056515000003
EQBiWIcMSJZNB17KZbZEXn7nxfHCPmWNs12Cev1QnXuvR-9d,1714619593,"(0,8000000000000000,43297651)",46238917000003
EQDpjv6wPPERh-N2bPVSTAohthICcpRokXLSKPV6qzPlPxOr,1735288353,"(0,e000000000000000,48197941)",52283677000003
EQAT8DT-RgMCqwerxqlEC6Q8RBy9VeMm6rpHmmhTsRWWHGlV,1704984258,"(0,8000000000000000,41191606)",43848447000003
EQAskUXSPGNrreDYZZ3VJGjeST8euWj11Z4Cs_7qoe6trPpH,1719522212,"(0,4000000000000000,44260324)",47376735000003
EQDUsjY-MgjGlp0EpawVUmxwbAN4neoxXFqATDNWKVlE1ALL,1733858630,"(0,e000000000000000,47756682)",51735889000003
EQDuoHGSt4YDJcLWilzGiRRfABifZ8byAu_hhJtleIhJrfNx,1724239740,"(0,c000000000000000,45233108)",48607322000001
EQAnQPxSJ057czbStypz4Vvut9G-XsDBUE4PwrV7W47ig7bC,1719449415,"(0,4000000000000000,44245054)",47359019000001
EQCyaNWCIihJnZHvEv6l61Dx_RpxTfeKare2hQ_AuSpE3zmS,1711799509,"(0,c000000000000000,42733200)",45573876000001
EQDITLwyGX0FbctsAHS27xajCLVk4Js9REM1sBwaaOVEwkF6,1721697210,"(0,8000000000000000,44707456)",47943474000003
EQBuMgAlnqwMx04PuR3r5JJRIxgfeJjt1xbboCRkqNusvbmX,1711551136,"(0,4000000000000000,42688893)",45520467000001
EQA98AJe0MF1_ONuGMGbzVGraMicyvJhYW7Out90ju048ue4,1712725208,"(0,4000000000000000,42902980)",45779468000001
EQCg-wpesYZnawuOV_0ptjTmYgu7rhr6hJr8jAx0KMeYUEPM,1715108603,"(0,c000000000000000,43401526)",46361443000003
EQC1eARuCzunAOR8xWz9fqkxZX-qI1sWsmpGp0ypyIYyk7sT,1714664314,"(0,8000000000000000,43306598)",46250447000003
EQCPuwMvzngiYPMAKRIwIqwYY1bRu_aNYdczMsRE1C7aRp8y,1730578790,"(0,a000000000000000,46601896)",50514193000001
EQADMcaCUBrDEEPCY0GKCftEsketd4sDj6fPkOIvobVQ5ian,1723756378,"(0,4000000000000000,45127520)",48470700000001
EQC11S-uRjWnYSSxEJH-fEQFLQt4if42d4wLhbjExcZeenZe,1715786787,"(0,c000000000000000,43540175)",46523800000001
EQCde4-BphZXkit_Kcg1V_tGDMgz_XukfObGhuLi8xKFevJV,1722366050,"(0,a000000000000000,44847733)",48123371000001
EQCwhP-BR7p5n51QaeC-REpaOsfK_TzDNm4JSN6rxUMVeI46,1720100716,"(0,c000000000000000,44376219)",47527462000001
EQCjMRihIHSYGcWr3mEoWhbJAlrVyyJSSmKyyaVOpP37VT_m,1719207560,"(0,c000000000000000,44195796)",47299894000003
EQBFwbvCKCUlCgND1aAV6i-6m19nQJ0Wol-gyzUw1K-vxE_b,1705427840,"(0,8000000000000000,41300465)",43965096000003
EQBf7S1ix4ueQCYMaHm8uDxy4BefOWiCcVqc_8Tup-zsyzk-,1716922945,"(0,6000000000000000,43758049)",46772568000001
EQCHW1XP0cYXpbxdrJflO152KH-UDan3aA_sOVDQXIi_eIvi,1732239706,"(0,a000000000000000,47108250)",51130339000001
EQBZpiagE1uI0IDhEF8KkYQd-rKZg3EPMDAhYxH9CYM0v-6Z,1715776082,"(0,4000000000000000,43538243)",46521151000003
EQAoILtSrtBZ4KRnxT_lHTVsDy1HLp-ObGTWzMiqaxTEBp5x,1715233715,"(0,8000000000000000,43427755)",46391310000003
EQAcRvaPem2nA9WLedVcS3WtfJk26GnVqm4PPEMedUANoLlk,1713842610,"(0,8000000000000000,43130771)",46048145000003
EQAando6Qyegg9di76Oq0Nep7eCaG2ojBr6N4hOMUPR57PBw,1732300082,"(0,2000000000000000,47372804)",51152634000001
EQAGAHuZmzvkepnGmnBQ-MJJ109HdW0WuvtiDWizLRk8emXq,1705698102,"(0,8000000000000000,41372974)",44040306000003
EQANSePPJ9nOY_KuNfz0IzziprTA8UHf7b-7yZUL9D9qYffG,1717771275,"(0,2000000000000000,43913025)",46950002000003
EQCL4a2HBpj2aGOOaeONgyLqvlJCEW6ByR7Em4MFtyNBuskO,1714665260,"(0,8000000000000000,43306755)",46250683000003
EQCpvKo3Ded1abDtrm_Ql1Mcmpjt9CFob-GfefpzhtHxKwl4,1715031769,"(0,8000000000000000,43385369)",46342559000003
EQC5_V-LJzH7ag8iGOZaJY1drpkaVJ0z9vQiksgMLGnO6keA,1718649388,"(0,a000000000000000,44081931)",47157542000003
EQDDBqc3dPlT9UlwJJyHZOpg_-LMu1RltnQjZJTRHndTwnqK,1723129151,"(0,c000000000000000,44997870)",48307929000001
EQB1-vmnY5MO6hgurtxfFvkBsukSLTi2aVc5LpHvjLoXg_0A,1724736787,"(0,7800000000000000,45342174)",48756169000001
EQAQM1M3NoVQxIlrxcIBSfZFwjyDvzyYzxiFoFMyhgZRhMhU,1715165011,"(0,4000000000000000,43412971)",46374867000001
EQA1RHCUVR-ikUb71wpTRrv8FUWPI1HGlt4_iD49vJ3xl7Cp,1716045068,"(0,3000000000000000,43596130)",46585967000001
EQCCaVndeVUSu8Gj-9kh0FiPiv8jZVayvgPs7RjBkUICZJMA,1704633511,"(0,8000000000000000,41105200)",43755974000003
EQCxHGfbmdS2mh24pkgTrJ6-dCMzUGbnS8PTA_W6cCReUlej,1707644938,"(0,8000000000000000,41826109)",44535525000003
EQCKVD-3VIGWOq58FITvUKaC3NHZCEWCPggp4l8VCa72yJMK,1711665124,"(0,c000000000000000,42708403)",45544795000003
EQByeLlgKHQuK5-e0xWRlJYwDHgDx39xLoWCCcPJVhWc4Y2x,1710356910,"(0,8000000000000000,42462856)",45239061000003
EQDWwny2uagvz9W6ZOTtY3wAB-g6atOMFh-wvL4T_H2UVYyM,1717395127,"(0,e000000000000000,43844246)",46873006000001
EQDagSrO8TZbYpvglrfT4nNXHpXPfd-_x8WIwUnElJNGhtzO,1713171299,"(0,c000000000000000,42991318)",45883733000001
